Gene,MinimumKaKs,MaximumKaKs,MeanKaKs,MedianKaKs,Function,COG,FunctionalClass
ksgA,-256.1626474,0.958292929,-8.477247345,0,"dimethyladenosine transferase (S-adenosylmethionine-6-N',N'-adenosyl (rRNA) dimethyltransferase)",COG0030,J
gtfA,0,0.957571578,0.248366389,0.234503243,sucrose phosphorylase,NF,NA
yghR,0,0.957537416,0.180905282,0.107841168,ATP-binding protein yghR,NF,NA
group_5729,-307.3831185,0.957511373,-10.11173775,0.209975014,Protein of unknown function (DUF3828),NF,NA
emrB_1,0,0.957154821,0.068202468,0.017831006,multidrug resistance protein Y,COG2814,G
leuO_1,0,0.956972741,0.138810075,0.105011174,leucine transcriptional activator,NF,NA
pgaC,0,0.956060971,0.102149405,0,N-glycosyltransferase,COG3858,D
agaV,0,0.954406877,0.129024722,0.024586046,PTS system N-acetylgalactosamine-specific transporter subunit IIB,COG3444,G
yceL,0,0.952013123,0.08663028,0.027391069,multidrug resistance protein MdtH,COG2814,G
ybaQ,-576.3590826,0.951363997,-30.50517503,0.408745102,XRE family plasmid maintenance system antidote protein,COG3093,V
aroF,0,0.950391482,0.259060525,0.192651945,phospho-2-dehydro-3-deoxyheptonate aldolase,COG2876,E
gadW_2,0,0.949383773,0.194907857,0.176204881,AraC family transcriptional regulator,COG2169,L
yihR,0.057931007,0.948141329,0.201973072,0.171763584,aldose-1-epimerase,NF,NA
galM_1,0,0.948131477,0.170983645,0.134520428,putative aldose 1-epimerase,NF,NA
msyB,0,0.948051404,0.239232642,0.114500342,acidic protein MsyB,NF,NA
group_5377,0,0.947620451,0.036868903,0,putative lipoprotein,NF,NA
yqcC,0.057652684,0.946310918,0.253507896,0.237323566,hypothetical protein,NF,NA
ugpC,-1148.941286,0.946223761,-10.63345217,0.057873635,"sn-Glycerol-3-phosphate ABC transporter, ATP-binding protein",COG3842,E
yccX,0,0.944383911,0.294488895,0.260469273,acylphosphatase,COG0068,O
group_1721,0.096941215,0.939460866,0.340261537,0.221894781,protein processing element,NF,NA
ubiC,-191.527494,0.936155873,-15.26030046,0.154121173,chorismate lyase,COG3161,H
rimL,0.041260146,0.934348812,0.158428916,0.13157803,ribosomal-protein-serine acetyltransferase,COG3981,R
gudX,0,0.934178017,0.073895998,0.060122534,glucarate dehydratase,COG4948,MR
ycbX,0.031842738,0.933880351,0.266027033,0.194850541,putative 2Fe-2S iron-sulfur cluster binding protein,COG3217,R
group_23563,0,0.933862442,0.038559492,0,putative hydrolase,NF,NA
lsrK_2,0,0.933387273,0.095318378,0.063446629,putative carbohydrate kinase,COG2390,K
coaD,0,0.932532883,0.153758491,0.048616036,phosphopantetheine adenylyltransferase,COG3172,H
phnG,0,0.931150754,0.130843951,0.109034194,phosphonate metabolism protein,NF,NA
mrcA,0,0.93081025,0.038581213,0.017550449,Penicillin-binding protein 1A,COG5009,M
envR,0.060507018,0.930617863,0.268005258,0.17999078,acref/envcd operon repressor (TetR-family transcriptional regulator),NF,NA
ydcH,0,0.930586691,0.152418755,0,protein,COG2841,S
yceI,0,0.930325056,0.061866497,0.007735222,protein YceI precursor,COG2353,R
mhpT,0,0.930282521,0.087122233,0.008841258,transport protein,COG2814,G
sfmF,0.147796819,0.929569982,0.509898307,0.521291536,fimbrial protein,COG3539,N
ggt,-1599.02486,0.928680291,-119.4939568,0.027915737,gamma-glutamyltranspeptidase,NF,NA
alkA,0,0.928287213,0.263959641,0.247195494,3-methyladenine DNA glycosylase,COG0122,L
ydiZ,0,0.927229142,0.229048828,0.193488486,protein,NF,NA
group_2853,0.117754406,0.923795053,0.474954557,0.350146911,hypothetical protein,NF,NA
ydiU,0.163302735,0.919989311,0.438717177,0.441225492,putative cytoplasmic protein YdiU,COG0397,S
frdC,0,0.918526483,0.157463892,0,fumarate reductase subunit C,COG3029,C
iraD,0.119238134,0.918260907,0.414516437,0.35678489,DNA replication/recombination/repair protein,NF,NA
cirA,0,0.918257856,0.130579366,0.04021709,colicin I TonB-dependent receptor,COG4771,P
dctR,0,0.915733985,0.180596209,0.107612616,transcriptional regulator,COG4566,TK
group_3888,0,0.91338097,0.204905855,0.070094876,FidL-like protein,NF,NA
torD,0,0.913073349,0.318583378,0.280516328,chaperone protein TorD,COG3381,O
rpmE2,0.036916909,0.912578933,0.161426496,0.098040403,50S ribosomal protein L31,COG0254,J
yhjM,-327.793559,0.912480784,-6.432729322,0.128016679,"endo-1,4-D-glucanase",NF,NA
araD,0.029924807,0.910206429,0.152908888,0.109610616,L-ribulose-5-phosphate 4-epimerase,COG0235,G
sinR,0,0.909598397,0.224764667,0.166211651,putative transcriptional regulator,COG3800,R
yfcZ,0,0.909202448,0.340735408,0.193665167,protein YfcZ,NF,NA
ybiA,0.124974454,0.908310004,0.203308009,0.124974454,swarming motility protein,COG0117,H
dcp,0,0.908235209,0.078637369,0.044927317,dipeptidyl carboxypeptidase II,COG0339,E
narW,0,0.907235974,0.208310621,0.133667202,respiratory nitrate reductase 2 subunit delta,NF,NA
yhaL,0,0.906785299,0.225091457,0.241600788,protein,NF,NA
nrfG,0,0.904587247,0.285926672,0.286896877,formate-dependent nitrite reductase complex subunit NrfG,COG4235,CO
group_6978,-477.1339355,0.903600813,-114.0356559,0,putative lipoprotein,NF,NA
thiS,-142.6634939,0.903113845,-23.6437474,0,sulfur carrier protein ThiS,NF,NA
hdeA,0,0.902139464,0.095187585,0,putative periplasmic acid stress chaperone,NF,NA
yigE,0,0.901960703,0.208511672,0.224438646,protein,COG4632,G
ybdL,0.042156923,0.901177605,0.193191246,0.074449073,aminotransferase,COG3977,E
gutB_2,0.0096281,0.898384532,0.160953983,0.046085195,zinc-type alcohol dehydrogenase-like protein YcjQ,NF,NA
ycjV,0,0.898308646,0.083718497,0.041320237,sugar transporter subunit: ATP-binding component of ABC superfamily transporter,COG3842,E
cedA,0,0.897435454,0.083471653,0,cell division activator,NF,NA
group_3424,0,0.889431986,0.399980262,0.306564165,TDP-fucosamine acetyltransferase,NF,NA
group_4669,0.888908665,0.888908665,0.888908665,0.888908665,hypothetical protein,NF,NA
yeiB,0.071178644,0.887099616,0.149288632,0.125405311,putative membrane protein YeiB,COG2311,S
ymjA,-194.2372133,0.886669403,-51.29104862,0,protein,NF,NA
mioC_1,-688.7345753,0.885114149,-46.26952361,0.09391886,putative flavodoxin,COG4362,P
cheR,-1210.778782,0.8835687,-34.91629944,0.147040271,chemotaxis protein methyltransferase,COG4566,TK
cbl,0,0.876775714,0.240465207,0.165627697,LysR family transcriptional regulator,NF,NA
rbsA_1,0.013081472,0.875763394,0.08855852,0.051183396,sugar transport system ATP-binding protein,COG5618,S
yebZ,0,0.875281971,0.258685401,0.22774144,putative copper resistance protein,COG1276,P
ydhY,0,0.872760673,0.071798761,0,putative oxidoreductase Fe-S subunit,COG2768,S
group_4436,0,0.872600051,0.479223036,0.432063836,hypothetical protein,NF,NA
cobS,0,0.870351939,0.059780516,0,cobalamin synthase,NF,NA
cho,0.042244241,0.864747436,0.134777417,0.095275537,excinuclease Cho,COG0322,L
cysZ,0,0.863885273,0.118544869,0.045298339,putative sulfate transport protein,COG2981,E
yraK,0.169067505,0.859041782,0.494710068,0.499576852,fimbrial protein,COG3539,N
yjgN,-101.6410477,0.856553148,-6.090357011,0.225055084,inner membrane protein,COG4269,S
yhgF,0,0.856016265,0.031850082,0.021102276,putative transcription accessory protein,NF,NA
hicB,0,0.855840344,0.160511586,0.113320862,putative transcriptional regulator,NF,NA
hyaC,0,0.85242356,0.123888861,0.01888031,Ni/Fe-hydrogenase 1 b-type cytochrome subunit,COG3658,C
yggM,0,0.852061553,0.257559664,0.225723701,putative alpha helix chain,NF,NA
yaaX_2,0,0.852003376,0.193541787,0.093971841,protein,NF,NA
citC,0,0.851637845,0.097237885,0,citrate lyase synthetase,NF,NA
inaA,-192.5600059,0.850195263,-11.29095047,0.194775438,pH-inducible protein involved in stress response (putative kinase),NF,NA
porA,0,0.849927751,0.050861128,0.028147523,pyruvate-flavodoxin oxidoreductase,COG0155,P
csrD,0,0.849769282,0.119635625,0.083443665,putative signal transduction protein,COG3300,T
pbpG,-274.2752304,0.848374092,-5.734477651,0.03185736,penicillin-binding protein 7,NF,NA
chaB,-138.3030238,0.848030912,-14.15439202,0.067542973,Cation transport regulator,COG4572,P
umuC,-265.5471659,0.842923242,-3.067171118,0.165197944,SOS mutagenesis and repair protein,COG0389,L
adhB,0,0.842191898,0.247113462,0.133648769,putative alcohol dehydrogenase,COG0371,C
kdgR,0,0.84112793,0.150347707,0.065078812,IclR-family transcriptional regulator,NF,NA
rsmE,0,0.841025624,0.149209771,0.048667258,16S ribosomal RNA methyltransferase RsmE,NF,NA
yccE,-87.68018657,0.839951329,-1.984407223,0.434650185,yccE,NF,NA
glnE,0,0.839793696,0.106942539,0.069418329,bifunctional glutamine-synthetase adenylyltransferase/deadenyltransferase,COG2844,OT
tyrB,-4569.303911,0.838010489,-607.927697,0.167549877,aromatic amino acid aminotransferase,NF,NA
eamB,-822.1099086,0.83556149,-9.278158885,0.091119635,putative transporter,NF,NA
thiG,-863.7770185,0.830310009,-48.35790126,0.162243991,"Thiamin biosynthesis, thiazole moiety",COG0352,H
yncA,-155.7933575,0.826191774,-7.608061793,0.029625277,acetyltransferase yncA,COG3238,S
ytfJ_2,-805.7302236,0.824731505,-9.161978317,0.035347258,protein YtfJ,COG3054,R
aspC_2,0,0.824236513,0.102281293,0.067805327,class I and II aminotransferase,COG3977,E
yfaA,0,0.822280226,0.177542927,0.145127178,putative membrane protein YfaA,COG4685,S
dipZ,0,0.821296965,0.183270775,0.159355409,thiol:disulfide interchange protein,COG4232,O
ydiL,-113.6908986,0.821039557,-6.636763701,0.195085349,YdiL protein,NF,NA
aaeB_1,0,0.819842794,0.146703866,0.110530679,putative efflux pump protein,COG4129,S
torA,-2542.184932,0.816194943,-145.6949615,0.075265428,trimethylamine-N-oxide reductase precursor,COG3383,R
plsC,-909.6791772,0.815079231,-195.7166981,0,1-acylglycerol-3-phosphate O-acyltransferase,NF,NA
yecA,0,0.814025456,0.063791132,0.039190102,metal-binding protein,COG3318,S
kdpA,0,0.811872564,0.160473906,0.07526725,potassium-transporting ATPase subunit A,COG2060,P
ybiP,0,0.811339029,0.17379132,0.140803456,membrane protein YbiP,COG2194,M
kpsD,0,0.808303304,0.038469101,0,polysaccharide export protein,NF,NA
sbmC,0,0.80663364,0.276118884,0.286454853,DNA gyrase inhibitory protein,COG3449,L
yciS,0,0.804932997,0.251617064,0.1967482,inner membrane protein,COG3771,S
ybfF,0,0.804804396,0.161914488,0.097799563,putative esterase/lipase,COG4188,R
mioC_2,0,0.802329452,0.221405317,0.126099976,flavoprotein,COG4362,P
flhA,-3862.145628,0.797183021,-48.09948652,0.041871209,flagellar biosynthesis protein FlhA,COG4789,U
group_2277,-387.8514839,0.795279829,-90.52292719,0,hypothetical protein,NF,NA
ysaA,-595.7571573,0.792850341,-60.84295297,0.230276845,electron transport protein YsaA,COG2768,S
yfgJ,0.338729449,0.78985124,0.624187196,0.738559414,protein,NF,NA
ycaN,0.174581003,0.788301554,0.445180717,0.354889563,DNA-binding transcriptional regulator,COG3683,R
moaE,0,0.787902674,0.076016158,0,molybdopterin converting factor subunit 2,COG0314,H
group_5652,-483.6131789,0.78718882,-63.6697048,0.095714645,putative receptor,NF,NA
yqfB,0,0.786743643,0.240888588,0.220882114,putative cytoplasmic protein,NF,NA
hyfG,0.076485079,0.786661849,0.270427745,0.231990945,hydrogenase-4 subunit G,COG3262,C
dmsB_2,0,0.783244279,0.042066887,0,anaerobic dimethyl sulfoxide reductase subunit B,COG2768,S
alx,0,0.781467161,0.115471499,0.060144947,putative pH-induced membrane-bound redox modulator,NF,NA
potB,0,0.781207285,0.041045442,0,spermidine/putrescine ABC transporter membrane protein,COG3842,E
sufE,0,0.776982505,0.148226629,0.061096241,cysteine desulfuration protein,NF,NA
bglA,0,0.770996214,0.14941338,0.092682834,6-phospho-beta-glucosidase,COG3664,G
mdtL,0,0.767392337,0.065069721,0.019281256,multidrug resistance protein,COG2814,G
eutG,0.019309917,0.766974697,0.114783386,0.074293611,alcohol dehydrogenase in ethanolamine utilization,COG0371,C
ytfG,0,0.76373124,0.225719935,0.156177303,NAD(P)H:quinone oxidoreductase,COG2910,R
yecM,0,0.76240438,0.141988336,0.127528627,Protein yecM,COG3102,R
fabG1,-1707.529304,0.762213406,-66.78212477,0.238419691,putative short chain dehydrogenase,COG3347,G
yjdF,0,0.761211667,0.168177242,0.116332719,putative inner membrane protein,COG3647,S
epsC,0,0.758975236,0.16464213,0.132094177,type II secretion protein GspC,NF,NA
gsiA_2,0,0.754817365,0.146769649,0.120487527,ABC transporter ATP-binding protein,COG4608,E
nudD,0.087682749,0.749426263,0.349033226,0.331339763,GDP-mannose mannosyl hydrolase,NF,NA
clcD,-113.465528,0.748553851,-5.103469072,0.104715478,hydrolase,NF,NA
fliT,0.229715069,0.74734418,0.414917118,0.369360251,flagellar protein FliT,NF,NA
fliO,0,0.745919672,0.307144966,0.289327842,flagellar biosynthesis protein FliO,NF,NA
yggL,-103.2994122,0.745623642,-1.319377672,0.079029223,protein,COG3171,S
etfB_2,0,0.745532074,0.286433702,0.338625512,electron transfer flavoprotein subunit YgcR,COG2086,C
sbcB,0.021598811,0.743069351,0.129873114,0.106598744,exodeoxyribonuclease I,NF,NA
yedZ,-2497.634414,0.742529994,-123.5706426,0.166137123,sulfite oxidase subunit YedZ,NF,NA
nanC,0,0.741803649,0.049373396,0,N-acetylneuraminic acid outer membrane porin,NF,NA
dbpA,0.016196164,0.741685169,0.096657896,0.072434179,ATP-independent RNA helicase,COG2391,R
ytfB,0,0.739270084,0.084223512,0.057167824,cell envelope opacity-associated protein,NF,NA
yjjQ,0,0.733094393,0.0458184,0,transcriptional regulator,NF,NA
ygaC,0,0.732546532,0.021867061,0,protein,NF,NA
ygcQ,0,0.730920097,0.118164151,0.072751387,electron transfer flavoprotein subunit YgcQ,NF,NA
ycdZ,0,0.725076137,0.179533543,0.168427151,inner membrane protein YcdZ,NF,NA
torY,0,0.722687396,0.139586952,0.103135501,cytochrome C-type protein,NF,NA
yjbE,0,0.719628531,0.012258833,0,protein,NF,NA
yidR,0,0.719576157,0.111982219,0.082264669,putative ATP/GTP-binding protein,NF,NA
ppdB,0,0.718321154,0.319812876,0.350246964,Prepilin peptidase dependent protein B,COG4795,U
cyoD,-296.6328772,0.714361716,-11.28892313,0,cytochrome o ubiquinol oxidase subunit IV,NF,NA
yeaC,0,0.713496155,0.377378961,0.312134567,putative cytoplasmic protein,NF,NA
hpaR,0,0.712773137,0.128834721,0.06318753,4-hydroxyphenylacetate degradative operon repressor,NF,NA
yigZ,0,0.712046812,0.121563704,0.070760644,elongation factor,NF,NA
group_3765,-5707.487362,0.711131277,-52.69109371,0.09020861,putative protease inhibitor,NF,NA
lysA,0,0.708633089,0.096755867,0.059519641,diaminopimelate decarboxylase,COG0019,E
dmlR_3,0,0.707530279,0.122701328,0.10370871,LysR family transcriptional regulator,COG3683,R
kpdB,0,0.70475133,0.248451634,0.174523609,4-hydroxybenzoate decarboxylase subunit B,COG0043,H
mcbR,0,0.702657095,0.151840603,0.16837589,GntR family transcriptional regulator,COG1802,K
ymjC,-51.7362564,0.701156591,-0.344640287,0.071340142,putative NAD(P) binding enzyme,NF,NA
group_2916,0,0.700904034,0.231886726,0.205311045,membrane protein YbdJ,NF,NA
yddA,-310.4810617,0.695346815,-13.7524734,0.144623146,ABC transporter ATP-binding protein/permease,COG2274,V
ydeJ,-160.9320311,0.695310271,-2.570598503,0.370049269,competence damage-inducible protein A,COG1546,H
ycbB,-4897.90721,0.694813341,-52.57129927,0.039299923,putative peptidoglycan binding domain-containing protein,NF,NA
glcE,0,0.690695561,0.111854962,0.105330237,glycolate oxidase subunit,NF,NA
hyfA,0,0.690565562,0.302328675,0.222479271,hydrogenase 4 Fe-S subunit,COG2768,S
paaJ,0,0.689907998,0.195722949,0.103738395,subunit of the phenylacetly-CoA oxygenase/reductase,COG3217,R
ygjP,0,0.689104785,0.201084167,0.188817448,metal dependent hydrolase,NF,NA
group_5637,0.059369868,0.682712668,0.229824358,0.150265407,RNA methyltransferase,NF,NA
ybdO,0,0.678554662,0.142561482,0.148470671,"DNA-binding transcriptional regulator, LysR-type",NF,NA
ecfA1_1,0.173896454,0.676469394,0.280716532,0.257533582,ABC transporter ATP-binding protein,COG3842,E
yhbP,0,0.673665626,0.100350301,0.079194641,"conserved protein, UPF0306 family",COG3787,S
yfbE,0,0.67360549,0.150726354,0.121607665,UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransferase,COG0399,M
entF,-9519.99673,0.671954794,-246.0669366,0.122343571,enterobactin synthase subunit F,COG0001,H
aroB,-2722.630245,0.671899775,-473.3523212,0.104756205,3-dehydroquinate synthase,COG0337,E
frvA,0.089093535,0.670082231,0.475532158,0.637273796,fructose-like phosphotransferase system subunit EIIA,NF,NA
ydeH_1,0,0.668933913,0.057752297,0,putative signaling protein,COG3706,TK
frmB,0.072685953,0.66869409,0.282401968,0.224331657,putative esterase,COG2819,R
htrE_1,0,0.666866993,0.158456878,0.12480028,fimbrial outer membrane usher protein,NF,NA
group_2568,0.050598252,0.66404848,0.175804292,0.147242263,oxidoreductase,NF,NA
yccM,-1231.100642,0.660774405,-13.71738154,0.216156051,putative electron transport protein,COG2768,S
trpR,0,0.659251844,0.115277604,0,trp operon repressor,COG2973,K
group_3246,0,0.657253781,0.012639496,0,putative zinc-binding dehydrogenase,NF,NA
ymcC,-86.47862262,0.655402617,-2.478023013,0.297395394,outer membrane lipoprotein,NF,NA
hcpD,0,0.653675484,0.241067195,0.153169912,Sel1 domain-containing protein,COG2706,G
group_4539,-70.38412882,0.653523636,-1.360867673,0.071431184,putative lipoprotein,COG5645,S
ygjQ,0,0.65321538,0.16937804,0.139444319,thioredoxin-like protein,NF,NA
yciK,0,0.652128157,0.198232799,0.172416146,putative short chain dehydrogenase,COG3347,G
yfbW,0,0.647450643,0.190470253,0.053017702,inner membrane protein,COG2076,V
fadK,0.038821546,0.647198469,0.093784586,0.079815219,short-chain-fatty-acid--CoA ligase (acyl-CoA synthetase),COG4340,S
ydcZ,0,0.646920161,0.100668075,0.089071778,inner membrane protein,COG3238,S
group_9792,0,0.641096976,0.067000331,0.042661112,cell division protein,COG4963,UW
csiE,0,0.638477962,0.159200464,0.09774339,stationary phase inducible protein CsiE,NF,NA
dgoK,0,0.637963462,0.147565342,0.137037142,2-dehydro-3-deoxygalactonokinase,COG3734,G
abgB,0,0.636979438,0.435447673,0.529418458,aminobenzoyl-glutamate utilization protein B,COG1473,R
ycdW,0,0.633684188,0.15786975,0.091177193,dehydrogenase,COG1932,HE
group_3338,-447.439688,0.631781861,-16.38192531,0.39176835,putative invasion genes regulator,NF,NA
yehD,0,0.625720928,0.400633526,0.458682974,fimbrial-like adhesin protein,NF,NA
flgA,0,0.624121812,0.306637517,0.260666481,flagella basal body P-ring formation protein FlgA,NF,NA
csgB,0,0.622218433,0.053185321,0,curlin minor subunit,NF,NA
ybgL,0,0.620784954,0.233415115,0.22272248,LamB/YcsF-family protein,NF,NA
hipA,0,0.6206295,0.059805184,0,protein hipA,COG3550,T
spy,-1244.52908,0.618978557,-77.64182582,0.126229931,spheroplast protein Y,COG3678,O
ybeU,-376.5846024,0.614890952,-58.31306546,0.195191492,putative tRNA ligase,NF,NA
yaeL,0.031203851,0.61151564,0.180445857,0.162567298,zinc metallopeptidase RseP,COG0264,J
kojP,0.037927545,0.611221947,0.18408934,0.110728759,glycosyl hydrolase,COG1554,G
lamB,0,0.611181618,0.193720462,0.215274647,maltoporin (maltose-inducible porin),COG4580,G
hchA,0,0.60949867,0.148850695,0.147958518,chaperone protein,NF,NA
rnfE,-2963.623537,0.608308222,-92.92774934,0.057808571,electron transport complex protein,COG4660,C
